accession	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
CP045961	ENA|CP045961|CP045961.1|provirus_701321_717267	15947	Provirus	701321-717267	22	11	0.9367	NA	4	21.8027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP045961	ENA|CP045961|CP045961.1|provirus_519387_559665	40279	Provirus	519387-559665	50	11	0.9342	NA	12	38.9871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP045961	ENA|CP045961|CP045961.1|provirus_634291_640099	5809	Provirus	634291-640099	13	11	0.8536	NA	1	14.5712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046022	ENA|CP046022|CP046022.1|provirus_198438_211824	13387	Provirus	198438-211824	17	11	0.9210	NA	5	17.5630	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046025	ENA|CP046025|CP046025.1|provirus_3077071_3128833	51763	Provirus	3077071-3128833	64	11	0.9700	NA	24	77.5006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046025	ENA|CP046025|CP046025.1|provirus_1405694_1418164	12471	Provirus	1405694-1418164	19	11	0.9621	NA	3	16.7724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046025	ENA|CP046025|CP046025.1|provirus_2673040_2689280	16241	Provirus	2673040-2689280	23	11	0.9544	NA	7	21.6328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046025	ENA|CP046025|CP046025.1|provirus_2453122_2475346	22225	Provirus	2453122-2475346	28	11	0.9516	NA	5	25.4353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046025	ENA|CP046025|CP046025.1|provirus_2229861_2258493	28633	Provirus	2229861-2258493	45	11	0.9119	NA	5	21.7953	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046025	ENA|CP046025|CP046025.1|provirus_3350401_3371831	21431	Provirus	3350401-3371831	32	11	0.8920	NA	7	16.1892	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046048	ENA|CP046048|CP046048.1|provirus_3179759_3230567	50809	Provirus	3179759-3230567	82	11	0.9732	NA	18	79.2224	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046048	ENA|CP046048|CP046048.1|provirus_1330296_1373472	43177	Provirus	1330296-1373472	68	11	0.9727	NA	17	66.9892	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046048	ENA|CP046048|CP046048.1|provirus_1699505_1711072	11568	Provirus	1699505-1711072	17	11	0.9484	NA	5	16.5404	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046048	ENA|CP046048|CP046048.1|provirus_1790665_1871669	81005	Provirus	1790665-1871669	98	11	0.9483	NA	32	108.3421	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046048	ENA|CP046048|CP046048.1|provirus_2672811_2703815	31005	Provirus	2672811-2703815	27	11	0.9046	NA	4	24.6028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046048	ENA|CP046048|CP046048.1|provirus_2097821_2111308	13488	Provirus	2097821-2111308	15	11	0.8507	NA	1	9.6929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046049	ENA|CP046049|CP046049.1|provirus_903576_932940	29365	Provirus	903576-932940	37	11	0.9667	NA	15	46.4110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046049	ENA|CP046049|CP046049.1|provirus_1259435_1307539	48105	Provirus	1259435-1307539	60	11	0.9427	NA	21	60.9054	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046049	ENA|CP046049|CP046049.1|provirus_2850799_2893148	42350	Provirus	2850799-2893148	50	11	0.9410	NA	17	46.8271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046049	ENA|CP046049|CP046049.1|provirus_2009729_2042666	32938	Provirus	2009729-2042666	29	11	0.8795	NA	5	25.6711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046108	ENA|CP046108|CP046108.1|provirus_1256025_1294521	38497	Provirus	1256025-1294521	53	11	0.9503	NA	11	49.2144	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046108	ENA|CP046108|CP046108.1|provirus_1879707_1893090	13384	Provirus	1879707-1893090	17	11	0.9360	NA	5	17.5630	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046111	ENA|CP046111|CP046111.1|provirus_1_37143	37143	Provirus	1-37143	52	11	0.9788	NA	8	65.7456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046111	ENA|CP046111|CP046111.1|provirus_2324509_2364961	40453	Provirus	2324509-2364961	66	11	0.9748	NA	10	76.1524	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046111	ENA|CP046111|CP046111.1|provirus_1349998_1386741	36744	Provirus	1349998-1386741	52	11	0.9498	NA	11	52.2395	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046111	ENA|CP046111|CP046111.1|provirus_2003531_2016916	13386	Provirus	2003531-2016916	19	11	0.9263	NA	4	16.9680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046112	ENA|CP046112|CP046112.1|provirus_2900050_2937519	37470	Provirus	2900050-2937519	52	11	0.9755	NA	8	65.2220	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046112	ENA|CP046112|CP046112.1|provirus_569148_609600	40453	Provirus	569148-609600	66	11	0.9743	NA	10	76.1524	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046112	ENA|CP046112|CP046112.1|provirus_1550452_1587195	36744	Provirus	1550452-1587195	52	11	0.9561	NA	11	52.2395	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046112	ENA|CP046112|CP046112.1|provirus_920277_933662	13386	Provirus	920277-933662	19	11	0.8928	NA	4	16.9680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046259	ENA|CP046259|CP046259.1|provirus_872811_921028	48218	Provirus	872811-921028	67	11	0.9763	NA	20	82.5250	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046259	ENA|CP046259|CP046259.1|provirus_4407037_4442729	35693	Provirus	4407037-4442729	46	11	0.9759	NA	22	55.0454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046259	ENA|CP046259|CP046259.1|provirus_4040816_4089847	49032	Provirus	4040816-4089847	68	11	0.9732	NA	25	73.7004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046259	ENA|CP046259|CP046259.1|provirus_4857983_4884965	26983	Provirus	4857983-4884965	45	11	0.9732	NA	7	52.9058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046259	ENA|CP046259|CP046259.1|provirus_1_22358	22358	Provirus	1-22358	22	11	0.9673	NA	15	30.4712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046259	ENA|CP046259|CP046259.1|provirus_721941_775090	53150	Provirus	721941-775090	65	11	0.9576	NA	20	66.2276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046283	ENA|CP046283|CP046283.1|provirus_3436366_3475872	39507	Provirus	3436366-3475872	57	11	0.9823	NA	14	77.4917	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046283	ENA|CP046283|CP046283.1|provirus_1736914_1779057	42144	Provirus	1736914-1779057	59	11	0.9785	NA	21	78.2807	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046283	ENA|CP046283|CP046283.1|provirus_438022_468907	30886	Provirus	438022-468907	42	11	0.9778	NA	21	51.1794	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046283	ENA|CP046283|CP046283.1|provirus_1043229_1094348	51120	Provirus	1043229-1094348	57	11	0.9761	NA	21	69.4304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046283	ENA|CP046283|CP046283.1|provirus_2704250_2751960	47711	Provirus	2704250-2751960	57	11	0.9716	NA	21	65.1795	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046283	ENA|CP046283|CP046283.1|provirus_4263085_4283503	20419	Provirus	4263085-4283503	25	11	0.9640	NA	11	28.8659	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046283	ENA|CP046283|CP046283.1|provirus_1476617_1490883	14267	Provirus	1476617-1490883	15	11	0.9429	NA	4	11.3489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046448	ENA|CP046448|CP046448.1|provirus_2874585_2902656	28072	Provirus	2874585-2902656	37	11	0.9404	NA	16	42.9663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046476	ENA|CP046476|CP046476.1|provirus_1951911_2011846	59936	Provirus	1951911-2011846	79	11	0.9712	NA	15	98.0887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046476	ENA|CP046476|CP046476.1|provirus_1264170_1282326	18157	Provirus	1264170-1282326	35	11	0.9679	NA	7	30.2270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046527	ENA|CP046527|CP046527.1|provirus_5400831_5437497	36667	Provirus	5400831-5437497	47	11	0.9751	NA	20	51.1101	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_270737_345723	74987	Provirus	270737-345723	100	11	0.9709	NA	13	120.3883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_5249970_5315048	65079	Provirus	5249970-5315048	97	11	0.9706	NA	27	100.2448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_3511709_3550298	38590	Provirus	3511709-3550298	43	11	0.9698	NA	20	52.4907	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_4102485_4145472	42988	Provirus	4102485-4145472	63	11	0.9681	NA	19	76.0618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_3_27871	27869	Provirus	3-27871	48	11	0.9680	NA	7	44.3450	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_5173448_5216930	43483	Provirus	5173448-5216930	56	11	0.9675	NA	18	65.7858	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_5485817_5511015	25199	Provirus	5485817-5511015	26	11	0.9670	NA	14	33.6036	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_4869360_4907967	38608	Provirus	4869360-4907967	55	11	0.9669	NA	18	53.7766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_4154789_4213144	58356	Provirus	4154789-4213144	76	11	0.9639	NA	22	68.7745	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_4295001_4353793	58793	Provirus	4295001-4353793	68	11	0.9623	NA	21	69.3792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_4636366_4732789	96424	Provirus	4636366-4732789	129	11	0.9580	NA	40	126.7341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_3783224_3832941	49718	Provirus	3783224-3832941	63	11	0.9527	NA	17	52.4896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_2221444_2237677	16234	Provirus	2221444-2237677	22	11	0.9273	NA	2	14.5344	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046527	ENA|CP046527|CP046527.1|provirus_2918298_2947546	29249	Provirus	2918298-2947546	41	11	0.8729	NA	9	21.0977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046546	ENA|CP046546|CP046546.1|provirus_867394_918856	51463	Provirus	867394-918856	74	11	0.9655	NA	10	75.3584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046546	ENA|CP046546|CP046546.1|provirus_1433704_1453282	19579	Provirus	1433704-1453282	27	11	0.9548	NA	3	16.6557	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046546	ENA|CP046546|CP046546.1|provirus_1155713_1221199	65487	Provirus	1155713-1221199	79	11	0.9440	NA	10	71.6014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046546	ENA|CP046546|CP046546.1|provirus_2361462_2447486	86025	Provirus	2361462-2447486	94	11	0.9284	NA	6	69.5583	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046546	ENA|CP046546|CP046546.1|provirus_2820143_2876863	56721	Provirus	2820143-2876863	71	11	0.9261	NA	9	48.1050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046591	ENA|CP046591|CP046591.1|provirus_45986_82462	36477	Provirus	45986-82462	50	11	0.9735	NA	17	54.1724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046591	ENA|CP046591|CP046591.1|provirus_4025229_4062328	37100	Provirus	4025229-4062328	52	11	0.9622	NA	12	39.4625	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046591	ENA|CP046591|CP046591.1|provirus_1361358_1389454	28097	Provirus	1361358-1389454	37	11	0.9480	NA	16	43.0370	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046591	ENA|CP046591|CP046591.1|provirus_740950_835411	94462	Provirus	740950-835411	155	11	0.9336	NA	7	101.3522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046612	ENA|CP046612|CP046612.1|provirus_2138237_2189707	51471	Provirus	2138237-2189707	73	11	0.9779	NA	17	84.0519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046612	ENA|CP046612|CP046612.1|provirus_4116592_4166739	50148	Provirus	4116592-4166739	72	11	0.9774	NA	16	76.1284	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046612	ENA|CP046612|CP046612.1|provirus_663475_697043	33569	Provirus	663475-697043	44	11	0.9772	NA	22	52.2362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046612	ENA|CP046612|CP046612.1|provirus_1329616_1379759	50144	Provirus	1329616-1379759	62	11	0.9765	NA	12	70.2401	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046612	ENA|CP046612|CP046612.1|provirus_3305367_3362298	56932	Provirus	3305367-3362298	67	11	0.9745	NA	18	89.1581	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046612	ENA|CP046612|CP046612.1|provirus_1241542_1280806	39265	Provirus	1241542-1280806	47	11	0.9701	NA	22	53.0694	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046612	ENA|CP046612|CP046612.1|provirus_1591452_1643304	51853	Provirus	1591452-1643304	67	11	0.9619	NA	21	58.1918	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046736	ENA|CP046736|CP046736.1|provirus_2087568_2131016	43449	Provirus	2087568-2131016	61	11	0.9574	NA	8	55.3377	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP046736	ENA|CP046736|CP046736.1|provirus_1788068_1846461	58394	Provirus	1788068-1846461	88	11	0.9404	NA	16	66.2178	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046738	ENA|CP046738|CP046738.1|provirus_474215_516675	42461	Provirus	474215-516675	47	11	0.8868	NA	5	38.4930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046739	ENA|CP046739|CP046739.1|provirus_962526_975579	13054	Provirus	962526-975579	16	11	0.9635	NA	2	19.1146	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP046740	ENA|CP046740|CP046740.1|provirus_1470941_1493842	22902	Provirus	1470941-1493842	35	11	0.9612	NA	10	14.5649	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP046741	ENA|CP046741|CP046741.1|provirus_731403_738991	7589	Provirus	731403-738991	12	11	0.9717	NA	2	13.0540	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP046742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046744	ENA|CP046744|CP046744.1|provirus_2515173_2547921	32749	Provirus	2515173-2547921	52	11	0.9732	NA	19	55.7981	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046744	ENA|CP046744|CP046744.1|provirus_803118_826323	23206	Provirus	803118-826323	33	11	0.9377	NA	9	23.4323	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP046744	ENA|CP046744|CP046744.1|provirus_436894_449115	12222	Provirus	436894-449115	20	11	0.9017	NA	2	11.6137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046747	ENA|CP046747|CP046747.1|provirus_2879993_2899713	19721	Provirus	2879993-2899713	30	11	0.9453	NA	9	8.9809	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP046748	ENA|CP046748|CP046748.1|provirus_510280_522800	12521	Provirus	510280-522800	19	11	0.9660	NA	4	20.0491	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP046748	ENA|CP046748|CP046748.1|provirus_756904_804171	47268	Provirus	756904-804171	61	11	0.9544	NA	15	62.8641	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046750	ENA|CP046750|CP046750.1|provirus_170279_208723	38445	Provirus	170279-208723	47	11	0.9624	NA	14	54.6962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046750	ENA|CP046750|CP046750.1|provirus_780742_814002	33261	Provirus	780742-814002	43	11	0.9565	NA	13	47.2551	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046840	ENA|CP046840|CP046840.1|provirus_2434347_2468696	34350	Provirus	2434347-2468696	44	11	0.9707	NA	14	56.2970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046840	ENA|CP046840|CP046840.1|provirus_98770_127771	29002	Provirus	98770-127771	42	11	0.9364	NA	11	27.6757	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP046841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046844	ENA|CP046844|CP046844.1|provirus_1163713_1211493	47781	Provirus	1163713-1211493	57	11	0.9715	NA	6	32.2855	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046844	ENA|CP046844|CP046844.1|provirus_1117147_1141367	24221	Provirus	1117147-1141367	33	11	0.9474	NA	10	18.3536	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP046844	ENA|CP046844|CP046844.1|provirus_1541218_1553439	12222	Provirus	1541218-1553439	20	11	0.9265	NA	2	11.6137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP046845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047059	ENA|CP047059|CP047059.1|provirus_1496379_1520496	24118	Provirus	1496379-1520496	32	11	0.9348	NA	10	16.6353	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
CP047059	ENA|CP047059|CP047059.1|provirus_1130212_1142433	12222	Provirus	1130212-1142433	21	11	0.8969	NA	2	11.6137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047112	ENA|CP047112|CP047112.1|provirus_60732_92884	32153	Provirus	60732-92884	43	11	0.9719	NA	19	49.3864	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047112	ENA|CP047112|CP047112.1|provirus_3089603_3145849	56247	Provirus	3089603-3145849	93	11	0.9709	NA	15	79.4749	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047112	ENA|CP047112|CP047112.1|provirus_2535317_2612741	77425	Provirus	2535317-2612741	112	11	0.9648	NA	23	104.3107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047112	ENA|CP047112|CP047112.1|provirus_2114643_2168025	53383	Provirus	2114643-2168025	79	11	0.9638	NA	15	61.2130	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047112	ENA|CP047112|CP047112.1|provirus_1202001_1248423	46423	Provirus	1202001-1248423	68	11	0.9573	NA	15	51.4565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047112	ENA|CP047112|CP047112.1|provirus_1578865_1590432	11568	Provirus	1578865-1590432	17	11	0.9475	NA	5	16.5404	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047112	ENA|CP047112|CP047112.1|provirus_1902443_1915930	13488	Provirus	1902443-1915930	15	11	0.8503	NA	1	9.6929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047120	ENA|CP047120|CP047120.1|provirus_1517422_1557220	39799	Provirus	1517422-1557220	66	11	0.9775	NA	11	91.0415	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047120	ENA|CP047120|CP047120.1|provirus_1269195_1310224	41030	Provirus	1269195-1310224	55	11	0.9764	NA	8	77.4711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047120	ENA|CP047120|CP047120.1|provirus_424639_467400	42762	Provirus	424639-467400	64	11	0.9757	NA	12	83.7574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047120	ENA|CP047120|CP047120.1|provirus_1183616_1228865	45250	Provirus	1183616-1228865	69	11	0.9755	NA	9	78.9390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047120	ENA|CP047120|CP047120.1|provirus_946510_997695	51186	Provirus	946510-997695	71	11	0.9560	NA	13	75.2440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047197	ENA|CP047197|CP047197.1|provirus_987659_1031451	43793	Provirus	987659-1031451	71	11	0.8717	NA	5	33.9898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047197	ENA|CP047197|CP047197.1|provirus_566734_610023	43290	Provirus	566734-610023	63	11	0.8717	NA	7	35.3701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047269	ENA|CP047269|CP047269.1|provirus_747243_775868	28626	Provirus	747243-775868	37	11	0.9787	NA	20	47.6715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
CP047269	ENA|CP047269|CP047269.1|provirus_3371734_3403257	31524	Provirus	3371734-3403257	37	11	0.9746	NA	18	44.9933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
