accession	seq_name	amidase_count	lysozyme_count	total_count
CP045824.1_virus_genes.tsv	ENA|CP045824|CP045824.1|provirus_2666358_2702388	0	0	0
LR135372.1_virus_genes.tsv	ENA|LR135372|LR135372.1|provirus_831243_873747	0	0	0
CP163157.1_virus_genes.tsv	ENA|CP163157|CP163157.1|provirus_2615909_2672076	1	1	2
CP143906.1_virus_genes.tsv	ENA|CP143906|CP143906.1|provirus_6093231_6133488	0	0	0
CP098036.1_virus_genes.tsv	ENA|CP098036|CP098036.1|provirus_3385640_3428759	1	0	1
CP013318.1_virus_genes.tsv	ENA|CP013318|CP013318.1|provirus_921559_958699	0	1	1
CP186004.1_virus_genes.tsv	ENA|CP186004|CP186004.1|provirus_2506802_2543455	0	0	0
CP004063.1_virus_genes.tsv	ENA|CP004063|CP004063.1|provirus_1877863_1924864	0	0	0
CP187730.1_virus_genes.tsv	ENA|CP187730|CP187730.1|provirus_737683_756157	0	0	0
CP104643.1_virus_genes.tsv	ENA|CP104643|CP104643.1|provirus_3013026_3039616	1	1	2
CP025273.1_virus_genes.tsv	ENA|CP025273|CP025273.1|provirus_683973_713906	0	0	0
CP120706.1_virus_genes.tsv	ENA|CP120706|CP120706.1|provirus_4306906_4318573	0	0	0
CP118481.1_virus_genes.tsv	ENA|CP118481|CP118481.1|provirus_1376708_1418192	0	0	0
CP047843.1_virus_genes.tsv	ENA|CP047843|CP047843.1|provirus_1526129_1579001	1	0	1
LT905062.1_virus_genes.tsv	ENA|LT905062|LT905062.1|provirus_2932169_2967962	1	1	2
CP126338.1_virus_genes.tsv	ENA|CP126338|CP126338.1|provirus_2457021_2488966	0	0	0
CP140431.1_virus_genes.tsv	ENA|CP140431|CP140431.1|provirus_5056080_5096243	0	0	0
CP132323.1_virus_genes.tsv	ENA|CP132323|CP132323.1|provirus_2217542_2235098	0	0	0
CP028992.1_virus_genes.tsv	ENA|CP028992|CP028992.1	0	0	0
AM990992.1_virus_genes.tsv	ENA|AM990992|AM990992.1|provirus_370475_418767	1	0	1
CP123106.1_virus_genes.tsv	ENA|CP123106|CP123106.1|provirus_2380655_2429909	1	0	1
CP054744.1_virus_genes.tsv	ENA|CP054744|CP054744.1|provirus_3293791_3372722	2	1	3
CP053286.1_virus_genes.tsv	ENA|CP053286|CP053286.1|provirus_1403389_1448027	0	0	0
CP045008.1_virus_genes.tsv	ENA|CP045008|CP045008.1|provirus_2289378_2336326	0	0	0
CP192230.1_virus_genes.tsv	ENA|CP192230|CP192230.1|provirus_2190737_2205289	0	0	0
CP189772.1_virus_genes.tsv	ENA|CP189772|CP189772.1|provirus_277079_317683	0	0	0
CP026361.1_virus_genes.tsv	ENA|CP026361|CP026361.1|provirus_563848_584430	1	1	2
CP138577.1_virus_genes.tsv	ENA|CP138577|CP138577.1|provirus_6674942_6715789	0	0	0
CP107728.1_virus_genes.tsv	ENA|CP107728|CP107728.1|provirus_3673242_3739651	0	1	1
CP196035.1_virus_genes.tsv	ENA|CP196035|CP196035.1|provirus_1777301_1820736	0	0	0
CP176568.1_virus_genes.tsv	ENA|CP176568|CP176568.1|provirus_2038129_2080757	0	0	0
CP047867.1_virus_genes.tsv	ENA|CP047867|CP047867.1|provirus_1030397_1077409	1	0	1
OZ111304.1_virus_genes.tsv	ENA|OZ111304|OZ111304.1|provirus_1917001_1964765	1	0	1
CP035256.1_virus_genes.tsv	ENA|CP035256|CP035256.1|provirus_1967233_2011316	0	0	0
CP031682.1_virus_genes.tsv	ENA|CP031682|CP031682.1|provirus_1015120_1050648	0	0	0
CP136370.1_virus_genes.tsv	ENA|CP136370|CP136370.1|provirus_2295336_2333432	0	0	0
CP148138.1_virus_genes.tsv	ENA|CP148138|CP148138.1|provirus_1153149_1204300	1	1	2
CP033869.1_virus_genes.tsv	ENA|CP033869|CP033869.1|provirus_1556583_1594946	0	1	1
CP056622.1_virus_genes.tsv	ENA|CP056622|CP056622.1|provirus_4578354_4627219	0	0	0
CP183221.1_virus_genes.tsv	ENA|CP183221|CP183221.1|provirus_626527_672309	1	1	2
CP159113.1_virus_genes.tsv	ENA|CP159113|CP159113.1|provirus_2197803_2239330	0	0	0
CP109758.1_virus_genes.tsv	ENA|CP109758|CP109758.1|provirus_1129411_1173737	0	0	0
CP150716.1_virus_genes.tsv	ENA|CP150716|CP150716.1|provirus_3403565_3435987	0	0	0
CP071023.1_virus_genes.tsv	ENA|CP071023|CP071023.1|provirus_920790_941707	1	1	2
CP065784.1_virus_genes.tsv	ENA|CP065784|CP065784.1|provirus_2089441_2152508	1	0	1
CP115296.1_virus_genes.tsv	ENA|CP115296|CP115296.1|provirus_3920857_3964159	0	0	0
CP091906.1_virus_genes.tsv	ENA|CP091906|CP091906.1|provirus_1118506_1132179	0	0	0
CP091231.1_virus_genes.tsv	ENA|CP091231|CP091231.1|provirus_1860875_1900833	0	0	0
CP035162.1_virus_genes.tsv	ENA|CP035162|CP035162.1|provirus_1874697_1881554	0	0	0
CP156022.1_virus_genes.tsv	ENA|CP156022|CP156022.1|provirus_1330439_1379978	0	0	0
CP065523.1_virus_genes.tsv	ENA|CP065523|CP065523.1|provirus_1956911_1996243	0	0	0
CP053371.1_virus_genes.tsv	ENA|CP053371|CP053371.1|provirus_2346350_2381318	0	0	0
CP044136.1_virus_genes.tsv	ENA|CP044136|CP044136.1|provirus_2481973_2513032	0	0	0
CP028592.1_virus_genes.tsv	ENA|CP028592|CP028592.1|provirus_3572642_3621942	1	1	2
JBRILL000000000_virus_genes.tsv	ENA|JBRILL010000001|JBRILL010000001.1|provirus_1469973_1514702	1	1	2
JBREXT000000000_virus_genes.tsv	ENA|JBREXT010000001|JBREXT010000001.1|provirus_2151976_2199125	0	0	0
CP027390.1_virus_genes.tsv	ENA|CP027390|CP027390.1|provirus_1273782_1325040	1	1	2
CP151476.1_virus_genes.tsv	ENA|CP151476|CP151476.1|provirus_1408773_1449389	0	0	0
CP133070.1_virus_genes.tsv	ENA|CP133070|CP133070.1|provirus_1450776_1487638	0	0	0
CP069789.1_virus_genes.tsv	ENA|CP069789|CP069789.1|provirus_1213524_1250489	0	0	0
CP091682.1_virus_genes.tsv	ENA|CP091682|CP091682.1|provirus_2029374_2081701	1	1	2
CP002120.1_virus_genes.tsv	ENA|CP002120|CP002120.1|provirus_1350968_1359315	0	0	0
CP077308.1_virus_genes.tsv	ENA|CP077308|CP077308.1|provirus_3180723_3231709	1	1	2
CP181226.1_virus_genes.tsv	ENA|CP181226|CP181226.1|provirus_1217941_1231324	0	0	0
CP096682.1_virus_genes.tsv	ENA|CP096682|CP096682.1|provirus_3025244_3114593	0	0	0
CP092252.1_virus_genes.tsv	ENA|CP092252|CP092252.1|provirus_2575291_2623869	2	1	3
CP099855.1_virus_genes.tsv	ENA|CP099855|CP099855.1|provirus_1579657_1629798	0	0	0
CP069522.1_virus_genes.tsv	ENA|CP069522|CP069522.1|provirus_3868448_3909639	0	0	0
CP173020.1_virus_genes.tsv	ENA|CP173020|CP173020.1|provirus_67555_76572	0	0	0
CP115551.1_virus_genes.tsv	ENA|CP115551|CP115551.1|provirus_1625463_1655960	0	0	0
CP069851.1_virus_genes.tsv	ENA|CP069851|CP069851.1|provirus_1171630_1272933	0	1	1
CP039548.1_virus_genes.tsv	ENA|CP039548|CP039548.1|provirus_1396635_1445704	0	0	0
AP022867.1_virus_genes.tsv	ENA|AP022867|AP022867.1|provirus_384036_418766	1	0	1
CP079882.1_virus_genes.tsv	ENA|CP079882|CP079882.1|provirus_1610881_1657006	0	0	0
CP044140.1_virus_genes.tsv	ENA|CP044140|CP044140.1|provirus_4855855_4953844	2	2	4
LR890235.1_virus_genes.tsv	ENA|LR890235|LR890235.1|provirus_3074133_3115252	0	0	0
CP114979.1_virus_genes.tsv	ENA|CP114979|CP114979.1|provirus_4238243_4255047	0	0	0
CP119048.1_virus_genes.tsv	ENA|CP119048|CP119048.1|provirus_1335019_1375889	1	1	2
CP028677.1_virus_genes.tsv	ENA|CP028677|CP028677.1|provirus_2913359_2963258	1	1	2
CP125349.1_virus_genes.tsv	ENA|CP125349|CP125349.1|provirus_3290144_3389450	2	1	3
CP046049.1_virus_genes.tsv	ENA|CP046049|CP046049.1|provirus_1259435_1307539	0	0	0
LR590466.1_virus_genes.tsv	ENA|LR590466|LR590466.1|provirus_548524_589611	0	0	0
CP043362.1_virus_genes.tsv	ENA|CP043362|CP043362.1|provirus_2876118_2922621	1	0	1
CP029605.1_virus_genes.tsv	ENA|CP029605|CP029605.1|provirus_5678937_5716275	0	0	0
OU015345.1_virus_genes.tsv	ENA|OU015345|OU015345.1|provirus_447216_484458	0	0	0
CP171274.1_virus_genes.tsv	ENA|CP171274|CP171274.1|provirus_3517163_3555105	0	0	0
CP124641.1_virus_genes.tsv	ENA|CP124641|CP124641.1|provirus_4902641_4914501	0	0	0
CP101995.1_virus_genes.tsv	ENA|CP101995|CP101995.1|provirus_580339_633423	0	0	0
CP080233.1_virus_genes.tsv	ENA|CP080233|CP080233.1|provirus_1411532_1421206	0	0	0
CP029906.1_virus_genes.tsv	ENA|CP029906|CP029906.1|provirus_3012335_3029832	0	0	0
CP132600.1_virus_genes.tsv	ENA|CP132600|CP132600.1|provirus_1300176_1344034	1	1	2
CP116713.1_virus_genes.tsv	ENA|CP116713|CP116713.1|provirus_650032_708265	1	0	1
CP016674.1_virus_genes.tsv	ENA|CP016674|CP016674.1|provirus_862553_902791	0	0	0
CP020595.1_virus_genes.tsv	ENA|CP020595|CP020595.1|provirus_2236714_2256775	0	0	0
CP139424.1_virus_genes.tsv	ENA|CP139424|CP139424.1|provirus_5208507_5247145	0	0	0
CP031640.1_virus_genes.tsv	ENA|CP031640|CP031640.1|provirus_1911223_1922352	0	0	0
CP178868.1_virus_genes.tsv	ENA|CP178868|CP178868.1|provirus_1344131_1351350	0	0	0
CP138370.1_virus_genes.tsv	ENA|CP138370|CP138370.1|provirus_1455517_1499975	0	0	0
OW704291.1_virus_genes.tsv	ENA|OW704291|OW704291.1|provirus_1953334_1988008	0	0	0
CP113042.1_virus_genes.tsv	ENA|CP113042|CP113042.1|provirus_2480647_2534038	1	0	1
CP103674.1_virus_genes.tsv	ENA|CP103674|CP103674.1|provirus_2812603_2852798	0	0	0
CP019189.1_virus_genes.tsv	ENA|CP019189|CP019189.1|provirus_2951829_2999812	1	1	2
CP098534.2_virus_genes.tsv	ENA|CP098534|CP098534.2|provirus_930646_947396	0	0	0
CP141645.1_virus_genes.tsv	ENA|CP141645|CP141645.1|provirus_2958738_2967386	0	0	0
CP074909.1_virus_genes.tsv	ENA|CP074909|CP074909.1|provirus_2277082_2327835	1	1	2
CP055009.1_virus_genes.tsv	ENA|CP055009|CP055009.1|provirus_2802703_2851687	1	1	2
CP024908.1_virus_genes.tsv	ENA|CP024908|CP024908.1|provirus_3449923_3500842	1	1	2
OZ111304.1_virus_genes.tsv	ENA|OZ111304|OZ111304.1|provirus_1986624_2023696	0	0	0
CP125086.1_virus_genes.tsv	ENA|CP125086|CP125086.1|provirus_813159_853053	1	0	1
CP117475.1_virus_genes.tsv	ENA|CP117475|CP117475.1|provirus_2975812_3006616	1	1	2
CP151857.1_virus_genes.tsv	ENA|CP151857|CP151857.1|provirus_994932_1045120	0	0	0
AP009351.1_virus_genes.tsv	ENA|AP009351|AP009351.1|provirus_1980874_2023173	1	0	1
CP142904.1_virus_genes.tsv	ENA|CP142904|CP142904.1|provirus_1971441_2010636	1	1	2
CP135771.1_virus_genes.tsv	ENA|CP135771|CP135771.1|provirus_1759266_1786071	2	1	3
CP131724.1_virus_genes.tsv	ENA|CP131724|CP131724.1|provirus_1509986_1529253	0	0	0
CP118467.1_virus_genes.tsv	ENA|CP118467|CP118467.1|provirus_1198653_1245180	1	1	2
CP042478.1_virus_genes.tsv	ENA|CP042478|CP042478.1|provirus_2091808_2132548	0	0	0
CP136346.1_virus_genes.tsv	ENA|CP136346|CP136346.1|provirus_870896_908038	0	0	0
CP092461.1_virus_genes.tsv	ENA|CP092461|CP092461.1|provirus_1842512_1893864	1	1	2
CP092052.1_virus_genes.tsv	ENA|CP092052|CP092052.1|provirus_1270277_1277496	0	0	0
CP056622.1_virus_genes.tsv	ENA|CP056622|CP056622.1|provirus_2872839_2909595	0	0	0
CP023020.1_virus_genes.tsv	ENA|CP023020|CP023020.1|provirus_393012_434038	0	1	1
CP150716.1_virus_genes.tsv	ENA|CP150716|CP150716.1|provirus_2633760_2684204	1	1	2
CP012522.1_virus_genes.tsv	ENA|CP012522|CP012522.1|provirus_2386324_2423952	0	0	0
CP006044.1_virus_genes.tsv	ENA|CP006044|CP006044.1|provirus_1974405_2016910	0	0	0
AP024518.1_virus_genes.tsv	ENA|AP024518|AP024518.1|provirus_1040540_1075587	0	0	0
AP021873.1_virus_genes.tsv	ENA|AP021873|AP021873.1|provirus_3458379_3476671	1	1	2
CP029956.1_virus_genes.tsv	ENA|CP029956|CP029956.1|provirus_1691167_1731939	0	0	0
CP135744.1_virus_genes.tsv	ENA|CP135744|CP135744.1|provirus_1690446_1717775	2	1	3
CP065970.1_virus_genes.tsv	ENA|CP065970|CP065970.1|provirus_4100492_4132470	0	0	0
CP022663.1_virus_genes.tsv	ENA|CP022663|CP022663.1|provirus_951947_998489	0	0	0
CP137183.1_virus_genes.tsv	ENA|CP137183|CP137183.1|provirus_3269074_3300597	1	1	2
CP056235.1_virus_genes.tsv	ENA|CP056235|CP056235.1|provirus_452621_470310	0	0	0
CP003116.1_virus_genes.tsv	ENA|CP003116|CP003116.1|provirus_1699426_1710555	0	0	0
CP141624.1_virus_genes.tsv	ENA|CP141624|CP141624.1|provirus_2211809_2243292	0	0	0
JBSUGK000000000_virus_genes.tsv	ENA|JBSUGK010000001|JBSUGK010000001.1|provirus_1082025_1096988	0	0	0
CP083880.1_virus_genes.tsv	ENA|CP083880|CP083880.1|provirus_1703866_1741366	1	1	2
LR130237.1_virus_genes.tsv	ENA|LR130237|LR130237.1|provirus_545752_558369	0	0	0
CP021869.1_virus_genes.tsv	ENA|CP021869|CP021869.1|provirus_510464_549947	0	0	0
CP050425.1_virus_genes.tsv	ENA|CP050425|CP050425.1|provirus_1211457_1265508	0	0	0
AP025855.1_virus_genes.tsv	ENA|AP025855|AP025855.1|provirus_2958815_2998688	1	1	2
CP082212.1_virus_genes.tsv	ENA|CP082212|CP082212.1|provirus_3098633_3138632	1	1	2
CP047269.1_virus_genes.tsv	ENA|CP047269|CP047269.1|provirus_5169550_5215725	0	1	1
CM129926.1_virus_genes.tsv	ENA|CM129926|CM129926.1|provirus_1172556_1212041	0	1	1
CP004345.1_virus_genes.tsv	ENA|CP004345|CP004345.1|provirus_2859410_2863684	1	1	2
CP154297.1_virus_genes.tsv	ENA|CP154297|CP154297.1|provirus_3589036_3629992	1	1	2
CP019411.1_virus_genes.tsv	ENA|CP019411|CP019411.1|provirus_2745982_2785293	0	0	0
CP195698.1_virus_genes.tsv	ENA|CP195698|CP195698.1|provirus_2_21589	0	1	1
CP055588.1_virus_genes.tsv	ENA|CP055588|CP055588.1|provirus_1531208_1585868	1	1	2
CP142355.1_virus_genes.tsv	ENA|CP142355|CP142355.1|provirus_625298_662463	0	0	0
AP014524.1_virus_genes.tsv	ENA|AP014524|AP014524.1|provirus_1790759_1802980	0	0	0
CP137085.1_virus_genes.tsv	ENA|CP137085|CP137085.1|provirus_1508556_1539696	0	0	0
CP196195.1_virus_genes.tsv	ENA|CP196195|CP196195.1|provirus_2368507_2411132	0	0	0
CP117511.1_virus_genes.tsv	ENA|CP117511|CP117511.1|provirus_1136253_1149615	0	0	0
CP014017.2_virus_genes.tsv	ENA|CP014017|CP014017.2|provirus_4981257_5022215	0	0	0
CP166427.1_virus_genes.tsv	ENA|CP166427|CP166427.1|provirus_986886_1035046	0	0	0
CP096698.1_virus_genes.tsv	ENA|CP096698|CP096698.1|provirus_544630_579263	0	0	0
CP021696.1_virus_genes.tsv	ENA|CP021696|CP021696.1|provirus_1963031_2004982	0	0	0
CP056751.1_virus_genes.tsv	ENA|CP056751|CP056751.1|provirus_1196763_1251546	1	1	2
CP056238.1_virus_genes.tsv	ENA|CP056238|CP056238.1|provirus_2972040_2994962	1	1	2
AP017610.1_virus_genes.tsv	ENA|AP017610|AP017610.1|provirus_623450_670293	2	1	3
CP020503.1_virus_genes.tsv	ENA|CP020503|CP020503.1|provirus_2041819_2080292	0	0	0
CP121772.1_virus_genes.tsv	ENA|CP121772|CP121772.1|provirus_3977653_4019599	1	1	2
CP199977.1_virus_genes.tsv	ENA|CP199977|CP199977.1|provirus_2531665_2592083	0	1	1
CP145088.1_virus_genes.tsv	ENA|CP145088|CP145088.1|provirus_724848_741662	0	0	0
CP041171.1_virus_genes.tsv	ENA|CP041171|CP041171.1|provirus_2657498_2717124	1	1	2
CP110952.1_virus_genes.tsv	ENA|CP110952|CP110952.1|provirus_1235457_1274090	1	1	2
CP031682.1_virus_genes.tsv	ENA|CP031682|CP031682.1|provirus_650866_701591	1	0	1
CP011329.1_virus_genes.tsv	ENA|CP011329|CP011329.1|provirus_586026_643337	1	0	1
CP182122.1_virus_genes.tsv	ENA|CP182122|CP182122.1|provirus_1119959_1154689	1	1	2
CP158060.1_virus_genes.tsv	ENA|CP158060|CP158060.1|provirus_5622783_5660080	0	0	0
CP121588.1_virus_genes.tsv	ENA|CP121588|CP121588.1|provirus_1540398_1589583	0	1	1
CP098460.1_virus_genes.tsv	ENA|CP098460|CP098460.1|provirus_1104369_1149389	0	0	0
CP070524.1_virus_genes.tsv	ENA|CP070524|CP070524.1|provirus_2171500_2219048	0	0	0
CP086411.1_virus_genes.tsv	ENA|CP086411|CP086411.1|provirus_1245862_1259245	0	0	0
CP171559.1_virus_genes.tsv	ENA|CP171559|CP171559.1|provirus_4390762_4439554	1	0	1
CP098036.1_virus_genes.tsv	ENA|CP098036|CP098036.1|provirus_1331063_1360118	0	0	0
CP008869.2_virus_genes.tsv	ENA|CP008869|CP008869.2|provirus_6519554_6561491	0	0	0
CP024998.1_virus_genes.tsv	ENA|CP024998|CP024998.1|provirus_964440_1018044	1	0	1
CP197159.1_virus_genes.tsv	ENA|CP197159|CP197159.1|provirus_2940216_2987158	1	1	2
CP109739.1_virus_genes.tsv	ENA|CP109739|CP109739.1|provirus_2842142_2878475	1	1	2
LS483438.1_virus_genes.tsv	ENA|LS483438|LS483438.1|provirus_1394863_1426620	1	1	2
CP192505.1_virus_genes.tsv	ENA|CP192505|CP192505.1|provirus_2368730_2399869	0	0	0
CP050904.1_virus_genes.tsv	ENA|CP050904|CP050904.1|provirus_2954192_3039683	0	0	0
CP110900.1_virus_genes.tsv	ENA|CP110900|CP110900.1|provirus_706787_736656	0	0	0
CP182700.1_virus_genes.tsv	ENA|CP182700|CP182700.1|provirus_658190_694183	1	1	2
CP154418.1_virus_genes.tsv	ENA|CP154418|CP154418.1|provirus_5362625_5393928	0	0	0
CP073914.1_virus_genes.tsv	ENA|CP073914|CP073914.1|provirus_2400004_2416678	0	0	0
CP096682.1_virus_genes.tsv	ENA|CP096682|CP096682.1|provirus_1846372_1887921	0	1	1
CP076821.1_virus_genes.tsv	ENA|CP076821|CP076821.1|provirus_2254563_2293540	0	1	1
OZ242526.1_virus_genes.tsv	ENA|OZ242526|OZ242526.1|provirus_844606_866096	0	0	0
CP116571.1_virus_genes.tsv	ENA|CP116571|CP116571.1|provirus_1815322_1849877	0	0	0
CP194263.1_virus_genes.tsv	ENA|CP194263|CP194263.1|provirus_475811_496264	1	0	1
CP170631.1_virus_genes.tsv	ENA|CP170631|CP170631.1|provirus_1543369_1599660	1	1	2
CP113191.1_virus_genes.tsv	ENA|CP113191|CP113191.1|provirus_1989309_2030477	0	0	0
CP056691.1_virus_genes.tsv	ENA|CP056691|CP056691.1|provirus_2593059_2639097	0	0	0
CP041359.1_virus_genes.tsv	ENA|CP041359|CP041359.1|provirus_5255758_5297999	0	0	0
CP027442.1_virus_genes.tsv	ENA|CP027442|CP027442.1|provirus_1574699_1635772	1	1	2
CP018250.1_virus_genes.tsv	ENA|CP018250|CP018250.1|provirus_2537933_2581391	1	1	2
CP056727.1_virus_genes.tsv	ENA|CP056727|CP056727.1|provirus_3550586_3603479	0	0	0
CP020590.1_virus_genes.tsv	ENA|CP020590|CP020590.1|provirus_3319303_3358989	0	1	1
CP199818.1_virus_genes.tsv	ENA|CP199818|CP199818.1|provirus_857984_901926	0	0	0
CP134541.1_virus_genes.tsv	ENA|CP134541|CP134541.1|provirus_53972_131246	1	1	2
CP138577.1_virus_genes.tsv	ENA|CP138577|CP138577.1|provirus_714286_744956	0	0	0
CP133071.1_virus_genes.tsv	ENA|CP133071|CP133071.1	1	1	2
CP151445.1_virus_genes.tsv	ENA|CP151445|CP151445.1|provirus_1408773_1449389	0	0	0
CP048275.1_virus_genes.tsv	ENA|CP048275|CP048275.1|provirus_1530005_1534253	1	1	2
AP023071.1_virus_genes.tsv	ENA|AP023071|AP023071.1|provirus_1661945_1687983	0	0	0
CP148846.1_virus_genes.tsv	ENA|CP148846|CP148846.1|provirus_3365146_3420284	1	1	2
CP075487.1_virus_genes.tsv	ENA|CP075487|CP075487.1|provirus_3007924_3015904	0	0	0
CP173135.1_virus_genes.tsv	ENA|CP173135|CP173135.1|provirus_3493873_3544940	0	0	0
CP134550.1_virus_genes.tsv	ENA|CP134550|CP134550.1|provirus_2189721_2226703	0	0	0
CP131717.1_virus_genes.tsv	ENA|CP131717|CP131717.1|provirus_1681332_1731973	0	0	0
CP066381.1_virus_genes.tsv	ENA|CP066381|CP066381.1|provirus_825326_870229	0	0	0
CP043332.1_virus_genes.tsv	ENA|CP043332|CP043332.1|provirus_1562673_1604680	1	1	2
CP143353.1_virus_genes.tsv	ENA|CP143353|CP143353.1|provirus_2428536_2459535	0	0	0
CP192613.1_virus_genes.tsv	ENA|CP192613|CP192613.1|provirus_765479_803260	0	0	0
CP116713.1_virus_genes.tsv	ENA|CP116713|CP116713.1|provirus_2070527_2084825	0	0	0
CP195675.1_virus_genes.tsv	ENA|CP195675|CP195675.1|provirus_956560_990459	0	0	0
AP026666.1_virus_genes.tsv	ENA|AP026666|AP026666.1|provirus_1990761_2028641	0	0	0
CP114994.1_virus_genes.tsv	ENA|CP114994|CP114994.1|provirus_1065064_1088889	0	0	0
OW443147.1_virus_genes.tsv	ENA|OW443147|OW443147.1|provirus_1129941_1142162	0	0	0
CP151853.1_virus_genes.tsv	ENA|CP151853|CP151853.1|provirus_994838_1045026	0	0	0
CP137064.1_virus_genes.tsv	ENA|CP137064|CP137064.1|provirus_2961332_3026717	0	1	1
CP170771.1_virus_genes.tsv	ENA|CP170771|CP170771.1|provirus_2013233_2072238	1	0	1
CP033515.1_virus_genes.tsv	ENA|CP033515|CP033515.1|provirus_1500535_1527381	0	0	0
LS992175.1_virus_genes.tsv	ENA|LS992175|LS992175.1|provirus_3351017_3382540	1	1	2
CP048246.1_virus_genes.tsv	ENA|CP048246|CP048246.1|provirus_1573165_1598073	0	0	0
CP001050.1_virus_genes.tsv	ENA|CP001050|CP001050.1|provirus_933269_950020	0	0	0
CP018953.1_virus_genes.tsv	ENA|CP018953|CP018953.1|provirus_1133878_1183709	0	0	0
CP071731.1_virus_genes.tsv	ENA|CP071731|CP071731.1|provirus_1570090_1578033	0	0	0
CP022537.1_virus_genes.tsv	ENA|CP022537|CP022537.1|provirus_98611_145710	1	0	1
OX291796.1_virus_genes.tsv	ENA|OX291796|OX291796.1|provirus_870068_904633	0	0	0
AP025895.1_virus_genes.tsv	ENA|AP025895|AP025895.1|provirus_1283300_1331116	0	0	0
CP130597.1_virus_genes.tsv	ENA|CP130597|CP130597.1|provirus_2148210_2283695	0	0	0
CP060268.1_virus_genes.tsv	ENA|CP060268|CP060268.1|provirus_548779_589896	0	0	0
CP035385.1_virus_genes.tsv	ENA|CP035385|CP035385.1|provirus_1749890_1797428	1	1	2
AP026655.1_virus_genes.tsv	ENA|AP026655|AP026655.1|provirus_968186_1008112	0	0	0
CP181839.1_virus_genes.tsv	ENA|CP181839|CP181839.1|provirus_3582966_3596557	0	0	0
CP095177.1_virus_genes.tsv	ENA|CP095177|CP095177.1|provirus_2434289_2466989	0	0	0
CP040182.1_virus_genes.tsv	ENA|CP040182|CP040182.1|provirus_1677736_1702275	0	0	0
CP024275.1_virus_genes.tsv	ENA|CP024275|CP024275.1|provirus_3999070_4010061	0	0	0
CP082936.1_virus_genes.tsv	ENA|CP082936|CP082936.1|provirus_5172603_5225481	1	1	2
CP066598.1_virus_genes.tsv	ENA|CP066598|CP066598.1|provirus_1746902_1787613	0	0	0
CM132338.1_virus_genes.tsv	ENA|CM132338|CM132338.1|provirus_124_39640	0	0	0
CP021694.1_virus_genes.tsv	ENA|CP021694|CP021694.1|provirus_2217822_2255439	0	0	0
CP029667.1_virus_genes.tsv	ENA|CP029667|CP029667.1|provirus_792389_834664	0	0	0
CP181957.1_virus_genes.tsv	ENA|CP181957|CP181957.1|provirus_2514810_2547938	0	0	0
CP091348.1_virus_genes.tsv	ENA|CP091348|CP091348.1|provirus_1001552_1066770	0	1	1
CP047279.1_virus_genes.tsv	ENA|CP047279|CP047279.1|provirus_3368135_3399659	1	1	2
CP165756.1_virus_genes.tsv	ENA|CP165756|CP165756.1|provirus_1684900_1729029	0	0	0
CP018925.1_virus_genes.tsv	ENA|CP018925|CP018925.1|provirus_1317772_1353969	0	0	0
CP146909.1_virus_genes.tsv	ENA|CP146909|CP146909.1|provirus_2146325_2193616	0	0	0
CP071190.1_virus_genes.tsv	ENA|CP071190|CP071190.1|provirus_4431775_4462983	1	1	2
CP065527.1_virus_genes.tsv	ENA|CP065527|CP065527.1|provirus_1905234_1944679	0	0	0
CP011642.1_virus_genes.tsv	ENA|CP011642|CP011642.1|provirus_3757164_3788271	0	0	0
CP092493.1_virus_genes.tsv	ENA|CP092493|CP092493.1|provirus_139001_156717	0	0	0
BA000034.2_virus_genes.tsv	ENA|BA000034|BA000034.2|provirus_625070_667566	0	0	0
CP183288.1_virus_genes.tsv	ENA|CP183288|CP183288.1|provirus_2842804_2854832	0	0	0
CP173658.1_virus_genes.tsv	ENA|CP173658|CP173658.1|provirus_3515194_3552415	1	1	2
CP196625.1_virus_genes.tsv	ENA|CP196625|CP196625.1|provirus_1940158_1972777	0	0	0
CP151449.1_virus_genes.tsv	ENA|CP151449|CP151449.1|provirus_1408795_1449411	0	0	0
CP151468.1_virus_genes.tsv	ENA|CP151468|CP151468.1|provirus_1172703_1208217	0	0	0
CP047589.1_virus_genes.tsv	ENA|CP047589|CP047589.1|provirus_3135982_3180914	0	0	0
CP179883.1_virus_genes.tsv	ENA|CP179883|CP179883.1|provirus_2381387_2434854	0	0	0
CP150016.1_virus_genes.tsv	ENA|CP150016|CP150016.1|provirus_3287348_3332643	0	0	0
CP148103.1_virus_genes.tsv	ENA|CP148103|CP148103.1|provirus_1300455_1328497	0	0	0
CP124947.1_virus_genes.tsv	ENA|CP124947|CP124947.1|provirus_1836105_1872846	0	0	0
CP091198.1_virus_genes.tsv	ENA|CP091198|CP091198.1|provirus_2284298_2324121	0	0	0
CP051507.1_virus_genes.tsv	ENA|CP051507|CP051507.1|provirus_191062_219779	0	0	0
CP030768.1_virus_genes.tsv	ENA|CP030768|CP030768.1|provirus_4283796_4342692	1	1	2
CP053042.1_virus_genes.tsv	ENA|CP053042|CP053042.1|provirus_3384231_3400545	0	0	0
CP051342.1_virus_genes.tsv	ENA|CP051342|CP051342.1|provirus_4381823_4424988	0	0	0
CP024677.1_virus_genes.tsv	ENA|CP024677|CP024677.1|provirus_1986525_2036433	1	1	2
CP196545.1_virus_genes.tsv	ENA|CP196545|CP196545.1|provirus_3455719_3472991	1	1	2
