accession	seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
CP043452.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP043453.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP043454.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP043554.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP043555.1	ENA|CP043555|CP043555.1	49113	No terminal repeats	71	11	0.9895	NA	15	25.6954	MOBC;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG	NA
CP043556.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP043763.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP043764.1	ENA|CP043764|CP043764.1	41772	No terminal repeats	47	11	0.9923	NA	9	21.1093	T_virB9;T_virB8;T_virB6;virb4;T_virB2;MOBP1	NA
CP043770.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP043771.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP043772.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP043812.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP043813.1	ENA|CP043813|CP043813.1	41357	No terminal repeats	47	11	0.9750	NA	9	16.3681	T_virB11;T_virB2;virb4;T_virB8;T_virB9;T_virB10;T_virB5	NA
CP043814.1	ENA|CP043814|CP043814.1	5600	No terminal repeats	8	11	0.9940	NA	1	4.4739	MOBQ	NA
CP043815.1	ENA|CP043815|CP043815.1	4207	No terminal repeats	10	11	0.9950	NA	3	9.8962	MOBP1	NA
CP043816.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP043817.1	ENA|CP043817|CP043817.1	41356	No terminal repeats	46	11	0.9785	NA	9	16.3681	T_virB9;T_virB10;T_virB5;T_virB11;T_virB2;virb4;T_virB8	NA
CP043818.1	ENA|CP043818|CP043818.1	5600	No terminal repeats	7	11	0.9943	NA	1	4.4739	MOBQ	NA
CP043819.1	ENA|CP043819|CP043819.1	4207	No terminal repeats	9	11	0.9950	NA	2	8.1946	MOBP1	NA
CP043910.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP043955.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044028.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044090.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044091.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044093.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044094.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044095.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044096.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044136.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044137.1	ENA|CP044137|CP044137.1	88229	No terminal repeats	103	11	0.9953	NA	19	77.1946	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NF033085
CP044138.1	ENA|CP044138|CP044138.1	34677	No terminal repeats	50	11	0.9943	NA	10	27.6637	T_virB9;T_virB11;T_virB2;virb4;virb4;T_virB6;T_virB6;T_virB8	NA
CP044139.1	ENA|CP044139|CP044139.1	92728	No terminal repeats	93	11	0.9945	NA	8	48.1530	T_virB11;MOBP1	NA
CP044140.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044141.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044161.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044184.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044185.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044264.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044265.1	ENA|CP044265|CP044265.1	194666	No terminal repeats	203	11	0.9901	NA	3	51.8938	MOBP2	NA
CP044266.1	ENA|CP044266|CP044266.1	147595	No terminal repeats	189	11	0.9910	NA	3	29.1799	NA	NF033115;NF033693
CP044267.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044268.1	ENA|CP044268|CP044268.1	11638	No terminal repeats	15	11	0.9938	NA	1	6.1180	NA	NA
CP044269.1	ENA|CP044269|CP044269.1	6173	No terminal repeats	8	11	0.9955	NA	1	9.3098	NA	NA
CP044270.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044271.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044272.1	ENA|CP044272|CP044272.1	4374	No terminal repeats	6	11	0.9951	NA	1	5.9024	NA	NA
CP044273.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044314.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044315.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044436.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044437.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP044497.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045008.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045009.1	ENA|CP045009|CP045009.1	59167	No terminal repeats	68	11	0.9901	NA	9	12.5239	MOBP1;virb4;T_virB5;T_virB6;T_virB8;T_virB9	NF000027;NF000424
CP045010.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045011.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045108.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045109.1	ENA|CP045109|CP045109.1	9540	No terminal repeats	15	11	0.9950	NA	1	9.4120	MOBQ	NA
CP045110.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045193.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045194.1	ENA|CP045194|CP045194.1	232148	No terminal repeats	238	11	0.9926	NA	8	78.1407	F_traE;F_traE	NF000402
CP045195.1	ENA|CP045195|CP045195.1	50514	No terminal repeats	64	11	0.9936	NA	9	31.1327	T_virB1;T_virB2;virb4;T_virB6;T_virB8;T_virB9	NF040806
CP045255.1	ENA|CP045255|CP045255.1	36067	No terminal repeats	43	11	0.9942	NA	10	16.7641	I_traV;T_virB10;T_virB9;T_virB8;T_virB5;T_virB3;T_virB2;T_virB11	NA
CP045256.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045257.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045451.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045465.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045478.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045479.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045509.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045510.1	ENA|CP045510|CP045510.1	90966	No terminal repeats	122	11	0.9936	NA	7	38.7903	T_virB1;F_traG;F_traH;F_traF	NF012174;NF012171;NF000119
CP045511.1	ENA|CP045511|CP045511.1	54907	No terminal repeats	70	11	0.9934	NA	13	38.3415	MOBP1;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;traU;I_traW;I_traY	NA
CP045512.1	ENA|CP045512|CP045512.1	48530	No terminal repeats	56	11	0.9917	NA	9	36.9081	T_virB3;T_virB6;T_virB8;T_virB9;MOBP1	NA
CP045538.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045539.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045540.1	ENA|CP045540|CP045540.1	99278	No terminal repeats	109	11	0.9904	NA	20	32.7532	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traF;F_traH;F_traG;F_trbC;T_virB1	NF033144;NF040806;NF012147
CP045602.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045603.1	ENA|CP045603|CP045603.1	78670	No terminal repeats	88	11	0.9929	NA	2	33.6234	MOBP2	NA
CP045718.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045719.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045726.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045727.1	ENA|CP045727|CP045727.1	63589	No terminal repeats	86	11	0.9917	NA	15	39.1630	I_trbB;I_trbA;MOBP1;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;traU;I_traW;I_traY	NF040806
CP045768.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045812.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045813.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045819.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045820.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045821.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045822.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045823.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045824.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045826.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045832.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045833.1	ENA|CP045833|CP045833.1	41998	No terminal repeats	48	11	0.9790	NA	9	16.3681	T_virB5;T_virB10;T_virB9;T_virB8;virb4;T_virB2;T_virB11	NA
CP045834.1	ENA|CP045834|CP045834.1	4197	No terminal repeats	8	11	0.9952	NA	2	8.1779	MOBP1	NA
CP045922.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045923.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045930.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045931.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045947.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045948.1	ENA|CP045948|CP045948.1	4251	No terminal repeats	4	11	0.9943	NA	2	3.1408	MOBP1	NA
CP045960.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP045961.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046022.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046025.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046026.1	ENA|CP046026|CP046026.1	104812	No terminal repeats	124	11	0.9909	NA	22	45.6551	F_traF;F_traH;F_traG;F_trbC;T_virB1;MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU	NF000270;NF012171
CP046048.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046049.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046050.1	ENA|CP046050|CP046050.1	165918	No terminal repeats	175	11	0.9914	NA	22	52.2121	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traF;F_traH;F_traG;F_trbC;T_virB1	NF033144;NF040806;NF012147;NF033144;NF000107
CP046108.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046109.1	ENA|CP046109|CP046109.1	74657	No terminal repeats	82	11	0.9911	NA	2	20.9591	MOBP2	NA
CP046110.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046111.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046112.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046259.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046260.1	ENA|CP046260|CP046260.1	108424	No terminal repeats	119	11	0.9946	NA	13	56.5550	F_traE;F_traL;F_traE;t4cp2;MOBF;T_virB11	NF012174;NF012174;NF012171
CP046261.1	ENA|CP046261|CP046261.1	66053	No terminal repeats	78	11	0.9957	NA	28	70.2863	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NF012147;NF000005
CP046282.1	ENA|CP046282|CP046282.1	94642	No terminal repeats	117	11	0.9950	NA	31	78.5745	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
CP046283.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046284.1	ENA|CP046284|CP046284.1	87018	No terminal repeats	99	11	0.9952	NA	19	69.9909	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
CP046317.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046318.1	ENA|CP046318|CP046318.1	38104	No terminal repeats	48	11	0.9935	NA	9	19.7631	T_virB2;T_virB11;T_virB10;T_virB9;T_virB8;T_virB5	NA
CP046354.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046356.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046358.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046359.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046360.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046379.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046448.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046476.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046477.1	ENA|CP046477|CP046477.1	16100	No terminal repeats	21	11	0.9929	NA	1	9.3065	NA	NA
CP046526.1	ENA|CP046526|CP046526.1	98304	DTR	96	11	0.9945	NA	8	51.4071	MOBP1;T_virB11	NA
CP046527.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046546.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046547.1	ENA|CP046547|CP046547.1	19653	No terminal repeats	25	11	0.9913	NA	2	6.1593	MOBQ;T_virB6	NA
CP046548.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046591.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046612.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046613.1	ENA|CP046613|CP046613.1	237090	No terminal repeats	244	11	0.9933	NA	7	74.5318	F_traE;F_traE	NF000402
CP046614.1	ENA|CP046614|CP046614.1	230910	No terminal repeats	260	11	0.9931	NA	12	83.8150	F_trbC;F_traU;F_traW;virb4;F_traV;F_traB;F_traK;F_traE	NF012147
CP046735.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046736.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046737.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046738.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046739.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046740.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046741.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046742.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046743.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046744.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046747.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046748.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046749.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046750.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046838.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046839.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046840.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046841.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046844.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP046845.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047059.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047060.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047112.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047113.1	ENA|CP047113|CP047113.1	12795	No terminal repeats	16	11	0.9938	NA	2	2.9666	MOBV	NF000424
CP047114.1	ENA|CP047114|CP047114.1	138818	No terminal repeats	152	11	0.9916	NA	21	48.4312	F_traG;F_traH;F_traF;F_traU;F_traW;virb4;F_traV;F_traB;F_traK;F_traE;F_traL;t4cp1;MOBH;T_virB1;F_trbC	NF000119;NF000107;NF033144
CP047120.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047197.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047212.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047213.1	ENA|CP047213|CP047213.1	62417	No terminal repeats	69	11	0.9926	NA	10	24.7467	MOBP1;T_virB2;virb4;T_virB6;T_virB8;T_virB9	NF033068
CP047216.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047217.1	ENA|CP047217|CP047217.1	57366	No terminal repeats	65	11	0.9923	NA	10	24.0120	T_virB9;T_virB8;T_virB6;virb4;T_virB2;MOBP1	NF033068
CP047269.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047270.1	ENA|CP047270|CP047270.1	277055	No terminal repeats	306	11	0.9937	NA	44	135.2477	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traF;F_traH;F_traG;T_virB1;F_traL;F_traE;F_traK;F_traV;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;t4cp2;MOBF	NF033085;NF040806;NF012178;NF033144;NF000270
CP047273.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047274.1	ENA|CP047274|CP047274.1	277055	No terminal repeats	306	11	0.9937	NA	44	135.2477	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traF;F_traH;F_traG;T_virB1;F_traL;F_traE;F_traK;F_traV;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;t4cp2;MOBF	NF033085;NF040806;NF012178;NF033144;NF000270
CP047275.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047276.1	ENA|CP047276|CP047276.1	282258	No terminal repeats	316	11	0.9936	NA	44	138.7900	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traF;F_traH;F_traG;T_virB1;F_traL;F_traE;F_traK;F_traV;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;t4cp2;MOBF	NF033085;NF040806;NF012171;NF012174;NF012178;NF033144;NF000270
CP047279.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047280.1	ENA|CP047280|CP047280.1	262422	No terminal repeats	299	11	0.9937	NA	44	135.6503	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traF;F_traH;F_traG;T_virB1;F_traL;F_traE;F_traK;F_traV;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;t4cp2;MOBF	NF033085;NF040806;NF012171;NF012174;NF012178;NF033144;NF000270
CP047295.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047296.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047297.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047298.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047299.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047300.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047301.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047302.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047303.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047304.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047305.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047306.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047307.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047308.1	ENA|CP047308|CP047308.1	146252	No terminal repeats	183	11	0.9927	NA	21	67.5686	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG;T_virB1	NF033144;NF000005;NF012147;NF033144;NF012178;NF012171
CP047309.1	ENA|CP047309|CP047309.1	73749	No terminal repeats	74	11	0.9942	NA	8	42.8464	F_traG;t4cp2;MOBF	NA
CP047325.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047326.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047327.1	ENA|CP047327|CP047327.1	181744	No terminal repeats	191	11	0.9917	NA	2	45.5990	MOBP2	NA
CP047328.1	ENA|CP047328|CP047328.1	21625	No terminal repeats	33	11	0.9931	NA	1	7.4754	NA	NF012176
CP047329.1	ENA|CP047329|CP047329.1	31694	No terminal repeats	38	11	0.9943	NA	4	26.0174	FATA_trsC;FATA_trsD;FATA_trsL	NA
CP047340.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047341.1	ENA|CP047341|CP047341.1	59168	No terminal repeats	69	11	0.9903	NA	10	14.1197	MOBP1;virb4;T_virB5;T_virB6;T_virB8;T_virB9;MOBP1	NF000027;NF000424
CP047342.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047343.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047349.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047350.1	ENA|CP047350|CP047350.1	171208	No terminal repeats	200	11	0.9928	NA	25	80.1797	T_virB8;T_virB9;MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG;T_virB1	NF012171;NF012171
CP047351.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047352.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047353.1	ENA|CP047353|CP047353.1	168512	No terminal repeats	197	11	0.9927	NA	25	78.9228	T_virB8;T_virB9;MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG;T_virB1	NF012171;NF012171
CP047354.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047391.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047392.1	ENA|CP047392|CP047392.1	42724	No terminal repeats	56	11	0.9928	NA	8	29.4850	T_virB2;virb4;T_virB6;T_virB8;T_virB9	NA
CP047469.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047470.1	ENA|CP047470|CP047470.1	29812	No terminal repeats	37	11	0.9897	NA	10	22.3539	MOBP1;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3	NA
CP047471.1	ENA|CP047471|CP047471.1	75321	No terminal repeats	93	11	0.9944	NA	11	59.0014	T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB1	NF000424
CP047472.1	ENA|CP047472|CP047472.1	12887	No terminal repeats	16	11	0.9910	NA	2	6.8707	NA	NA
CP047473.1	ENA|CP047473|CP047473.1	97200	No terminal repeats	105	11	0.9929	NA	5	37.8511	NA	NF012174;NF012171;NF012174
CP047474.1	ENA|CP047474|CP047474.1	9578	No terminal repeats	7	11	0.9951	NA	3	6.0011	MOBQ	NA
CP047485.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047548.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047549.1	ENA|CP047549|CP047549.1	249152	No terminal repeats	270	11	0.9942	NA	17	186.0764	F_traU;F_trbC;F_traH;F_traF;MOBH;t4cp1;F_traE;F_traB;F_traV;virb4;F_traW	NF033144;NF000270;NF000107;NF012174;NF000027
CP047589.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047590.1	ENA|CP047590|CP047590.1	165923	No terminal repeats	172	11	0.9909	NA	22	52.2121	MOBH;t4cp1;F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traF;F_traH;F_traG;F_trbC;T_virB1	NF033144;NF000107;NF033144;NF040806;NF012147
CP047633.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047634.1	ENA|CP047634|CP047634.1	174647	No terminal repeats	197	11	0.9946	NA	26	125.8928	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000402;NF012174;NF012178;NF033144
CP047635.1	ENA|CP047635|CP047635.1	138314	No terminal repeats	144	11	0.9944	NA	26	97.4545	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
CP047636.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047637.1	ENA|CP047637|CP047637.1	70729	No terminal repeats	87	11	0.9954	NA	27	76.6808	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NF033134
CP047638.1	ENA|CP047638|CP047638.1	10077	No terminal repeats	14	11	0.9938	NA	4	7.8883	MOBC	NA
CP047643.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047646.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047665.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047666.1	ENA|CP047666|CP047666.1	251000	No terminal repeats	277	11	0.9942	NA	17	189.7712	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traH;F_traF;MOBH;t4cp1	NF012178;NF000496;NF000107;NF012174;NF000027
CP047667.1	ENA|CP047667|CP047667.1	135123	No terminal repeats	146	11	0.9947	NA	29	94.7991	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF012174
CP047677.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CP047678.1	ENA|CP047678|CP047678.1	229024	No terminal repeats	248	11	0.9937	NA	5	83.5963	F_traE	NF033134;NF000402
CP047679.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
