resolved_accession	length
OU015348.1	37193
CP129222.1	274793
CP066669.1	30941
AP026659.1	19291
CP040373.1	956
CP044265.1	194666
CP045602.1	2724200
CP165619.1	224833
CP064426.1	65409
CP066468.1	198741
CP096222.1	29995
LR135372.1	2682742
CP064427.1	58011
OZ282471.1	10366
CP038164.1	2542049
CP066481.1	187318
CP160394.1	1980
LR135323.1	1928
CP171712.1	65255
CP044271.1	4461
LR134113.1	7165
CP059794.1	227172
LR134111.1	37322
CP066659.1	2888311
CP062267.1	44920
LT598663.1	2888087
CP066570.1	56380
AP027228.1	246962
CP109800.1	196419
CP085896.1	134168
CP040707.1	2133
CP071924.1	2857
OU015709.1	238492
CP047329.1	31694
CP041256.1	150610
CP035651.1	6303
CP171695.1	65255
CP038166.1	2478931
CP038167.1	36802
CP047327.1	181744
CP066388.1	4461
CP023788.1	4374
CP116532.1	2615969
CP040369.1	258646
LR135412.1	3221
CP066629.1	2836397
CP066463.1	6168
CP041267.2	4372
CP064416.1	294
CP038169.1	41082
CP092572.1	12429
CP061818.1	213054
LR135387.1	62379
CP040851.1	63632
CP109760.1	25858
CP131799.1	5212
LR134097.1	32824
CP066577.1	156278
LR135382.1	3647
LR135430.1	16203
CP172563.1	32429
CP066666.1	4374
CP072569.1	41278
CP066607.1	1980
CP027505.1	30710
CP131831.1	4461
CP116523.1	2628070
AP027226.1	8744
CP065758.1	4466
CP023797.1	10647
CP066398.1	2055
CP131841.1	2872463
AP022343.1	108102
CP062276.1	1935
CP066452.1	164531
CP066461.1	57116
CP094234.1	4375
CP020488.1	2883830
AP026776.1	25968
CP066595.1	8512
CP027501.1	2912017
LR135316.1	4074
LR135371.1	1928
CP023425.1	86216
CP016164.1	202822
CP091301.1	2821771
CP059769.1	5201
CP129224.1	6173
CP155444.1	2685508
CP158591.1	2838113
CP040873.1	49933
LR135389.1	7837
LR135330.1	1928
CP197052.1	12299
LR135404.1	9317
CP066434.1	2875677
CP065929.1	126296
OU016036.1	2896894
CP066678.1	6311
LR135252.1	2947
CP065525.1	227210
LR135393.1	2056
CP012464.1	38586
CP061825.1	2574
CP014530.1	223688
CP131855.1	2947
CP059791.1	3846
CP084186.1	2056
CP034945.1	46584
CP032307.1	258852
CP196038.1	5174
CP023794.1	2869064
CP066414.1	1980
CP196037.1	15903
LR135242.1	2947
CP066383.1	104340
AP024841.1	6303
CP066404.1	60664
AP024833.1	71966
CP065529.1	215857
CP014534.1	55167
CP085905.1	1979
CP083918.1	2857
CP066620.1	4093
CP066581.1	8059
LR135295.1	19679
CP119154.1	12346
LR135438.1	9323
CP192314.1	65409
CP025686.1	22603
CP131820.1	37439
CP076480.1	57509
CP066640.1	56412
CP190402.1	49730
AP027234.1	246977
CP064411.1	1947
CP060862.1	49122
LR135397.1	9317
LR135259.1	148571
CP116024.1	137763
CP071928.1	9318
CP096225.1	3007
OU015952.1	4374
CP127337.1	2785439
OU015345.1	2828906
LR135417.1	3221
CP085911.1	7838
CP096220.1	200743
CP061826.1	1979
CP066652.1	3977
CP072588.1	123647
LR135197.1	2709725
CP083477.1	2056
CP044267.1	13703
LR135260.1	57778
CP066382.1	257742
CP092571.1	83629
CP184244.1	41394
CP045012.1	2625745
CP197452.1	2826214
LR135297.1	2929158
CP072714.1	11638
CP040876.1	110319
CP192237.1	4074
LR135436.1	144068
LR135494.1	5569
CP192320.1	1980
CP131826.1	200816
CP071964.1	5198
LR135339.1	2889514
CP091209.1	23864
CP059749.1	27932
CP025756.1	258454
CP044266.1	147595
CP059739.1	2731067
OU016034.1	2947
CP066484.1	6303
CP059754.1	2056
CP072719.1	1374
CP171720.1	43484
CP066598.1	2811636
CP066639.1	66742
LR135208.1	9317
CP019973.1	56285
CP076479.1	79769
CP035652.1	4316
CP172560.1	221038
CP066645.1	2875644
AP022341.1	2802719
CP023786.1	40911
CP175929.1	2561460
CP171725.1	65255
CP062265.1	2792149
CP131821.1	11408
CP059789.1	6173
CP131834.1	2801859
CP119155.1	6303
LR135266.1	3848
CP072586.1	2793479
CP066401.1	134230
CP169650.1	2706618
CP062275.1	2056
CP012435.1	13136
CP038168.1	2560245
CP091102.1	61338
CP091217.1	2507479
CP066387.1	6303
CP197037.1	56706
CP066592.1	187323
CP018070.1	78626
CP131815.1	4461
CP018130.1	71104
CP097062.1	62247
CP066614.1	2829571
CP041261.3	2851579
CP197051.1	265966
OU015954.1	1928
CP091206.1	2469207
CP085900.1	6326
CP059793.1	2792149
CP066656.1	22729
CP099979.1	2510070
CP064429.1	9316
LR135306.1	3124
LR135423.1	6173
CP027509.1	36341
CP041254.1	63472
CP058895.1	203651
CP115812.1	2546756
CP066612.1	4305
CP038176.1	69757
CP085906.1	2816191
CP088194.1	4147
CP066456.1	1980
CP019970.1	2804968
CP131851.1	28013
CP131825.1	2821969
CP171724.1	106441
LR135366.1	31867
CP019211.1	5850
CP044279.1	4461
CP161861.1	43537
LR135376.1	6303
CP023790.1	199068
CP064346.1	40064
LR135345.1	188833
CP131824.1	1979
CP131866.1	6174
CP131839.1	4377
CP171705.1	106509
LR135243.1	2725409
CP059774.1	41278
LR135483.1	221062
LR135192.1	145361
CP116544.1	242833
CP017795.1	36019
CP191795.1	4305
CP018825.1	45240
CP066628.1	1980
CP023809.1	202553
CP084184.1	11625
CP019212.1	4376
CP064408.1	62662
CP044326.1	4147
CP160391.1	32459
CP040877.1	154417
CP171698.1	192369
LR135236.1	167946
CP019976.1	32787
LR135407.1	2947
LR135202.1	1928
CP011284.1	37865
LR135224.1	15062
CP176377.1	89980
CP125281.1	2724342
AP024838.1	155411
CP158595.1	6188
CP114621.1	9372
CP059779.1	6096
CP085901.1	6175
LR135358.1	293851
CP045014.1	80816
CP066619.1	4305
LR135439.1	6299
LR135331.1	2882360
LR132067.1	2458403
CP072717.1	2056
LR135322.1	4374
CP072583.1	6173
CP091208.1	36787
CP072571.1	7974
CP004064.1	214319
CP013996.1	49420
CP066582.1	1980
CP093941.1	2794484
LR135418.1	2947
CP066389.1	2856012
AP026566.1	2835106
CP084181.1	39491
CP023796.1	40911
CP023426.1	40017
CP059813.1	4065
CP066573.1	4316
CP083916.1	3200
AP024835.1	6302
CP072707.1	2792149
CP116517.1	2535136
CP096223.1	9317
CP066583.1	2880566
LR135263.1	6525
LR135422.1	26633
LR135313.1	6174
CP091305.1	45571
CP085903.1	4463
CP019210.1	45501
CP091215.1	39549
CP066469.1	10968
CP092570.1	197066
CP131860.1	4377
CP065935.1	1981
LR135298.1	232499
CP072879.1	246327
CP035646.1	4316
CP129397.1	5946
CP066600.1	212766
LR135362.1	4461
CP062274.1	5212
CP094235.1	2426
CP175930.1	93203
CP041274.1	6173
CP171714.1	43537
CP091223.1	21849
LR135375.1	22271
CP109841.1	174036
CP066428.1	187324
CP119152.1	35758
CP065759.1	4147
CP189600.1	2774767
LR135410.1	63798
LR135293.1	2701078
CP014529.1	2765010
AP024832.1	92522
CP091212.1	28214
LR135257.1	66958
CP066568.1	2919164
CP065931.1	56294
CP116525.1	57016
CP066408.1	4466
CP066622.1	2874289
CP066613.1	4093
CP197050.1	2929959
LR135327.1	38929
CP197049.1	6344
CP072738.1	3846
CP064052.1	39679
CP137461.1	2454194
CP044270.1	5569
CP066574.1	3651
LR135355.1	7038
CP184187.1	1134
CP116524.1	184656
CP059809.1	16666
CP084179.1	282637
CP044280.1	3221
CP089321.1	59066
AP026775.1	28491
LR135178.1	2056
CP066594.1	41004
CP028727.1	2586979
CP039729.1	2736723
CP072739.1	2574
CP019972.1	128951
CP066676.1	23664
LT598667.1	22080
AP026662.1	76985
OZ282470.1	208043
CP186535.1	2618739
LN999989.1	32402
CP050651.1	141022
CP195301.1	6438
CP076472.1	205407
CP066675.1	25974
CP097029.1	46690
CP033211.1	4453
CP085902.1	5275
CP066402.1	83940
CP131845.1	4461
LR135244.1	216239
CP184169.1	108784
AP026602.1	88683
CP038177.1	2423317
CP072726.1	3871
LR135403.1	63798
CP184181.1	2875090
CP072592.1	4374
CP066617.1	37877
CP192613.1	2866635
LR135452.1	4372
JBROGB000000000.1	16835
JBROGB000000000.1	124053
JBROGB000000000.1	55401
JBROGB000000000.1	38249
JBROGB000000000.1	56238
JBROGB000000000.1	157490
JBROGB000000000.1	34162
JBROGB000000000.1	4966
AP026567.1	258381
CP092569.1	2862182
LR135193.1	64154
CP040874.1	24275
CP065930.1	70708
CP072593.1	2057
CP161860.1	65255
CP092374.1	162186
CP044316.1	2856007
CP116542.1	38387
CP190401.1	222879
CP041258.1	81972
CP044319.1	46329
OU016040.1	7670
CP013995.1	381524
CP041265.2	14136
OU016044.1	2947
AP024836.1	5850
CP065527.1	2871783
AP028416.1	111773
JAOXXY000000000.1	22332
JAOXXY000000000.1	35608
JAOXXY000000000.1	193432
JAOXXY000000000.1	15522
JAOXXY000000000.1	6521
JAOXXY000000000.1	175797
JAOXXY000000000.1	5390
CP059817.1	229798
CP131843.1	40751
CP127336.1	158463
CP066423.1	54822
CP059751.1	11825
CP096224.1	4374
CP059824.1	206393
CP059790.1	4465
LR135341.1	58745
CP072591.1	4466
OU015710.1	101837
LR135347.1	11924
CP065551.1	6303
OZ282469.1	2777239
CP076485.1	79782
CP059786.1	39414
CP072713.1	16641
CP020486.1	49542
CP038171.1	51661
CP020487.1	1979
CP066616.1	59583
CP184240.1	173102
LR135447.1	39323
CP184173.1	1367
AP028415.1	2894314
CP072582.1	32740
OU015951.1	6174
CP083476.1	4952
CM128244.1	2945113
CP085916.1	2056
CP065768.1	141428
CP059783.1	1928
OU016030.1	7670
CP093943.1	66138
LR135171.1	175367
CP160393.1	4686
CP059755.1	2783793
CP017798.1	171477
CP065781.1	5962
LR135337.1	4374
CP131833.1	2189
OU015352.1	65209
CP102535.1	9751
LR135201.1	9318
CP066395.1	3199
CP003584.1	36262
CP142417.1	21849
LR135285.1	4305
CP192317.1	9316
CP066430.1	57029
CP074105.1	2429707
CP041279.2	35216
CP066482.1	57029
CP016165.1	58308
CP023789.1	2867770
CP062271.1	16641
CP066603.1	5013
CP017792.1	2868375
CP192230.1	2861698
CP058894.1	28307
CP018833.1	4374
CP129233.1	1429
CP066569.1	201047
CP171693.1	157647
CP046166.1	2920742
LR135241.1	9507
CP091306.1	5966
LR135350.1	4203
CP027500.1	46474
CP165618.1	2567354
CP021885.1	2496099
CP085914.1	5275
CP192318.1	4590
CP191794.1	5088
CP059746.1	2056
CP072575.1	4372
CP137462.1	27182
LR135443.1	2854725
CP083926.1	3200
CP044282.1	2056
CP017801.1	10382
CP058893.1	87675
CP195300.1	35582
AP026572.1	1953
CP023783.1	4374
CP065928.1	2861768
CP059748.1	228284
CP131853.1	4461
AP026778.1	6308
LR135352.1	238961
LR135492.1	8584
CP066442.1	1980
LR135305.1	3220
CP035644.1	37314
LR135392.1	3221
CP066480.1	2883542
CP035647.1	3030
CP040372.1	1122
CP071963.1	6262
LR135484.1	58698
CP023782.1	10647
CP152090.1	45954
CP096212.1	291523
CP066405.1	29903
CP184183.1	27361
AP026569.1	63729
AP027235.1	71749
CP131858.1	31541
LR135231.1	9550
CP017791.1	10382
CP059740.1	229795
CP014531.1	32423
LR135317.1	2751961
CP083179.1	2529646
CP044268.1	11638
CP059812.1	4148
CP023784.1	2869275
CP072723.1	37510
CP066407.1	6173
LR135493.1	6173
CP066217.1	4147
CP027518.1	259384
CP044264.1	2884831
CP131807.1	4377
CP066381.1	2758635
CP083475.1	42864
CP072896.1	36447
LR135369.1	3199
CP131836.1	54651
CP006031.1	44086
CP085909.1	63475
CP059777.1	7095
CP023423.1	2739582
CP025685.1	2629393
LR135245.1	117192
LR135395.1	239811
CP131822.1	4461
CP190400.1	2820455
CP088197.1	20449
CP065772.1	38383
OU016039.1	47525
LR135240.1	13173
CP017789.1	54822
AP026774.1	235911
CP093944.1	5946
CP161864.1	175811
CP035656.1	81204
LR135381.1	3837
CP044321.1	24380
LR135409.1	239811
CP088191.1	2531120
CP165620.1	20880
CP027511.1	91057
CP028728.1	28222
CP131795.1	2855417
CP072895.1	37120
LR135785.1	4147
CP066444.1	192427
LR135408.1	2923480
CP027510.1	33328
CP189715.1	148219
CP023787.1	10647
AP024843.1	4373
CP171700.1	61383
LR135302.1	8067
CP158592.1	233039
CP040875.1	2660995
CP066638.1	87407
CP065780.1	9318
CP035220.1	2696269
CP017797.1	2868375
CP109798.1	2634568
CP116539.1	15523
LR135262.1	9317
CP083912.1	2723557
CP196036.1	138051
LR135783.1	172716
CP192312.1	2815812
OU015948.1	47525
CP160392.1	6188
CP114620.1	32463
CP025755.1	35515
OU016031.1	6501
LR135232.1	7165
CP066621.1	1980
CP066422.1	202167
CP129396.1	6173
CP059792.1	2056
LR135428.1	2581067
CP171708.1	4374
CP096216.1	4374
CP072715.1	6304
CP076473.1	79679
CP066464.1	5212
CP041665.1	2559204
CP035653.1	3008
CP072574.1	6096
CP116546.1	2637815
CP066429.1	44421
CP066672.1	6173
CP131819.1	269167
LR135475.1	2697636
CP191792.1	40399
CP041262.3	195404
AB011548.2	3306
AB011549.2	92721
ABACVG000000000.2	80117
ABACVG000000000.2	84908
ABACVG000000000.2	24712
ABACVG000000000.2	14882
ABACVG000000000.2	56812
ABACVG000000000.2	18327
ABACVG000000000.2	32884
ABACVG000000000.2	138904
ABACVG000000000.2	21474
ABACVG000000000.2	55338
ABACVG000000000.2	25542
ABACVG000000000.2	1206
ABACVG000000000.2	22020
ABACVG000000000.2	20543
ABACVG000000000.2	144046
AE014075.1	5231428
AGTD00000000.1	10020
AGTD00000000.1	29237
AGTD00000000.1	10541
AGTD00000000.1	79418
AGTD00000000.1	145132
AGTD00000000.1	84868
AGTD00000000.1	33737
AGTD00000000.1	913
AGTD00000000.1	66910
AGTD00000000.1	74681
AGTD00000000.1	6154
AGTD00000000.1	17108
AGTD00000000.1	1169
AGTD00000000.1	44156
AGTD00000000.1	31039
AGTD00000000.1	110497
AGTD00000000.1	21382
AGTD01000001.1	10020
AGTD01000001.1	29237
AGTD01000001.1	10541
AGTD01000001.1	79418
AGTD01000001.1	145132
AGTD01000001.1	84868
AGTD01000001.1	33737
AGTD01000001.1	913
AGTD01000001.1	66910
AGTD01000001.1	74681
AGTD01000001.1	6154
AGTD01000001.1	17108
AGTD01000001.1	1169
AGTD01000001.1	44156
AGTD01000001.1	31039
AGTD01000001.1	110497
AGTD01000001.1	21382
AGTD01000002.1	10020
AGTD01000002.1	29237
AGTD01000002.1	10541
AGTD01000002.1	79418
AGTD01000002.1	145132
AGTD01000002.1	84868
AGTD01000002.1	33737
AGTD01000002.1	913
AGTD01000002.1	66910
AGTD01000002.1	74681
AGTD01000002.1	6154
AGTD01000002.1	17108
AGTD01000002.1	1169
AGTD01000002.1	44156
AGTD01000002.1	31039
AGTD01000002.1	110497
AGTD01000002.1	21382
AGTD01000003.1	10020
AGTD01000003.1	29237
AGTD01000003.1	10541
AGTD01000003.1	79418
AGTD01000003.1	145132
AGTD01000003.1	84868
AGTD01000003.1	33737
AGTD01000003.1	913
AGTD01000003.1	66910
AGTD01000003.1	74681
AGTD01000003.1	6154
AGTD01000003.1	17108
AGTD01000003.1	1169
AGTD01000003.1	44156
AGTD01000003.1	31039
AGTD01000003.1	110497
AGTD01000003.1	21382
AGTD01000004.1	10020
AGTD01000004.1	29237
AGTD01000004.1	10541
AGTD01000004.1	79418
AGTD01000004.1	145132
AGTD01000004.1	84868
AGTD01000004.1	33737
AGTD01000004.1	913
AGTD01000004.1	66910
AGTD01000004.1	74681
AGTD01000004.1	6154
AGTD01000004.1	17108
AGTD01000004.1	1169
AGTD01000004.1	44156
AGTD01000004.1	31039
AGTD01000004.1	110497
AGTD01000004.1	21382
AGTD01000005.1	10020
AGTD01000005.1	29237
AGTD01000005.1	10541
AGTD01000005.1	79418
AGTD01000005.1	145132
AGTD01000005.1	84868
AGTD01000005.1	33737
AGTD01000005.1	913
AGTD01000005.1	66910
AGTD01000005.1	74681
AGTD01000005.1	6154
AGTD01000005.1	17108
AGTD01000005.1	1169
AGTD01000005.1	44156
AGTD01000005.1	31039
AGTD01000005.1	110497
AGTD01000005.1	21382
AGTD01000006.1	10020
AGTD01000006.1	29237
AGTD01000006.1	10541
AGTD01000006.1	79418
AGTD01000006.1	145132
AGTD01000006.1	84868
AGTD01000006.1	33737
AGTD01000006.1	913
AGTD01000006.1	66910
AGTD01000006.1	74681
AGTD01000006.1	6154
AGTD01000006.1	17108
AGTD01000006.1	1169
AGTD01000006.1	44156
AGTD01000006.1	31039
AGTD01000006.1	110497
AGTD01000006.1	21382
AKBV00000000.1	20650
AKBV00000000.1	34436
AKBV00000000.1	19898
AKBV00000000.1	65157
AKBV00000000.1	7624
AKBV00000000.1	7792
AKBV00000000.1	211571
AKBV00000000.1	5591
AKBV00000000.1	5765
AKBV00000000.1	62087
AKBV00000000.1	25934
AKBV00000000.1	22450
AKBV00000000.1	32436
AKBV01000001.1	20650
AKBV01000001.1	34436
AKBV01000001.1	19898
AKBV01000001.1	65157
AKBV01000001.1	7624
AKBV01000001.1	7792
AKBV01000001.1	211571
AKBV01000001.1	5591
AKBV01000001.1	5765
AKBV01000001.1	62087
AKBV01000001.1	25934
AKBV01000001.1	22450
AKBV01000001.1	32436
AKVX00000000.1	10602
AKVX00000000.1	38169
AKVX00000000.1	14331
AKVX00000000.1	22562
AKVX00000000.1	70139
AKVX00000000.1	15760
AKVX00000000.1	34831
AKVX00000000.1	56115
AKVX00000000.1	15204
AKVX00000000.1	30579
AKVX00000000.1	83289
AKVX01000001.1	10602
AKVX01000001.1	38169
AKVX01000001.1	14331
AKVX01000001.1	22562
AKVX01000001.1	70139
AKVX01000001.1	15760
AKVX01000001.1	34831
AKVX01000001.1	56115
AKVX01000001.1	15204
AKVX01000001.1	30579
AKVX01000001.1	83289
AM946981.2	4558947
AP009048.1	4646332
AP009240.1	4887515
AP009241.1	100021
AP009242.1	91158
AP009243.1	60555
AP009244.1	6929
AP009245.1	5366
AP009246.1	4082
AP009378.1	4717338
AP009379.1	122345
AP010953.1	5697240
AP010954.1	85167
AP010955.1	63365
AP010956.1	5686
AP010957.1	4073
AP010958.1	5449314
AP010959.1	75546
AP010960.1	5371077
AP010961.1	204604
AP010962.1	97897
AP010963.1	77690
AP010964.1	8140
AP010965.1	6673
AP012030.1	4621430
AP017610.1	4920828
AP017611.1	168972
AP017612.1	108986
AP017613.1	108957
AP017614.1	61805
AP017615.1	6078
AP017616.1	4073
AP017617.1	5117319
AP017618.1	116529
AP017619.1	61223
AP017620.1	5042704
AP017621.1	116529
AP017622.1	60722
AP018147.1	102071
AP018395.1	4705056
AP018396.1	219009
AP018397.1	201884
AP018488.1	5598155
AP018489.1	94391
AP018784.2	5029297
AP018785.1	169561
AP018796.1	5470440
AP018797.1	125200
AP018798.1	94446
AP018799.1	92697
AP018800.1	81004
AP018801.1	71289
AP018802.1	5357442
AP018803.1	124261
AP018804.1	92925
AP018805.1	78434
AP018806.1	60684
AP018807.1	37917
AP018808.1	5678205
AP018809.1	99498
AP018810.1	92186
AP018811.1	75799
AP018812.1	62235
AP019189.1	4825589
AP019190.1	72781
AP019538.1	5071981
AP019539.1	151109
AP019540.1	5627
AP019541.1	2866
AP019675.1	4693292
AP019676.1	145389
AP019677.1	75556
AP019678.1	49365
AP019679.1	46158
AP019680.1	3274
AP019681.1	3067
AP019761.1	5302257
AP019762.1	118827
AP019763.1	78470
AP019764.1	46350
AP019765.1	6795
AP019766.1	6674
AP019767.1	5423
AP019768.1	1546
AP019803.1	5160887
AP019804.1	123767
AP019805.1	93491
AP019806.1	48562
AP019856.1	4800098
AP019857.1	102846
AP019858.1	3717
AP019859.1	2732
AP021890.1	4869407
AP021891.1	4615626
AP021892.1	4711570
AP021893.1	4753810
AP021894.1	4701941
AP021895.1	4557772
AP021896.1	4574715
AP021897.1	47676
AP021914.1	4761939
AP021915.1	158754
AP021916.1	87852
AP021933.1	4928821
AP021934.1	105973
AP021935.1	4993983
AP021944.1	4771018
AP021945.1	103781
AP021946.1	5130684
AP021947.1	210712
AP021948.1	91630
AP021949.1	4073
AP021963.1	5054263
AP021964.1	105095
AP021965.1	47584
AP021966.1	5167
AP021967.1	4072
AP021968.1	2113
AP021998.1	5016643
AP021999.1	105864
AP022000.1	6669
AP022001.1	5167
AP022002.1	4087
AP022003.1	5235350
AP022004.1	131334
AP022030.1	4605707
AP022031.1	76037
AP022032.1	4949344
AP022033.1	105867
AP022034.1	5167
AP022035.1	4087
AP022036.1	4769110
AP022037.1	88528
AP022044.1	5040845
AP022045.1	148598
AP022046.1	5210
AP022047.1	5167
AP022048.1	3372
AP022049.1	5067025
AP022050.1	121254
AP022051.1	5167
AP022052.1	4170
AP022053.1	3373
AP022054.1	2089
AP022064.1	4972339
AP022065.1	134864
AP022066.1	95805
AP022067.1	5167
AP022068.1	4087
AP022069.1	5289055
AP022070.1	117617
AP022071.1	84553
AP022072.1	77891
AP022073.1	5219
AP022074.1	5167
AP022075.1	3272
AP022076.1	2100
AP022087.1	4996252
AP022088.1	183772
AP022089.1	110167
AP022090.1	80029
AP022091.1	74261
AP022092.1	6796
AP022093.1	5344
AP022094.1	3137
AP022095.1	4920533
AP022096.1	158292
AP022097.1	93398
AP022098.1	5142974
AP022099.1	5344
AP022100.1	5167
AP022101.1	4063
AP022102.1	3855
AP022103.1	2188
AP022104.1	2088
AP022105.1	4885790
AP022106.1	130869
AP022107.1	4781831
AP022120.1	4793088
AP022121.1	158291
AP022122.1	89476
AP022123.1	7233
AP022124.1	4062
AP022125.1	2997
AP022159.1	5092774
AP022160.1	94990
AP022161.1	5189151
AP022162.1	147186
AP022163.1	97833
AP022164.1	47454
AP022165.1	6647
AP022166.1	5277
AP022167.1	5167
AP022168.1	4082
AP022169.1	4062
AP022170.1	2088
AP022171.1	5066983
AP022172.1	187669
AP022173.1	5171886
AP022174.1	94776
AP022175.1	63140
AP022176.1	4072
AP022177.1	4733200
AP022178.1	123262
AP022179.1	94173
AP022180.1	5166
AP022181.1	4491
AP022182.1	4074
AP022207.1	5205472
AP022208.1	214586
AP022209.1	5163
AP022210.1	4073
AP022211.1	4073
AP022212.1	2089
AP022215.1	4814091
AP022216.1	97682
AP022217.1	92332
AP022218.1	53216
AP022219.1	4086
AP022220.1	4027
AP022221.1	5011599
AP022222.1	4978079
AP022223.1	139020
AP022224.1	87171
AP022225.1	70764
AP022226.1	5631
AP022245.1	4693292
AP022246.1	145389
AP022247.1	75556
AP022248.1	49365
AP022249.1	46158
AP022250.1	3274
AP022251.1	3067
AP022261.1	4907327
AP022262.1	126588
AP022263.1	91233
AP022287.1	5232187
AP022288.1	127169
AP022289.1	82448
AP022295.1	4665448
AP022296.1	105884
AP022297.1	3372
AP022298.1	5121071
AP022299.1	123266
AP022300.1	83140
AP022301.1	7936
AP022326.1	5038168
AP022327.1	139450
AP022328.1	67915
AP022329.1	5167
AP022330.1	4060
AP022331.1	1551
AP022351.1	4812157
AP022362.1	5237933
AP022409.1	4783805
AP022410.1	82247
AP022411.1	3358
AP022478.1	5071982
AP022479.1	91989
AP022480.1	5627
AP022481.1	2866
AP022482.1	4761479
AP022483.1	157329
AP022484.1	63027
AP022485.1	5429
AP022525.1	5255588
AP022526.1	123467
AP022533.1	5052545
AP022534.1	111171
AP022535.1	101966
AP022536.1	5071981
AP022537.1	151109
AP022538.1	5627
AP022539.1	2866
AP022540.1	4963168
AP022541.1	211336
AP022542.1	113269
AP022543.1	111439
AP022544.1	84757
AP022545.1	27490
AP022546.1	3121
AP022549.1	5047339
AP022550.1	88121
AP022551.1	46459
AP022552.1	46229
AP022650.1	5075911
AP022651.1	102029
AP022652.1	45497
AP022653.1	5207
AP022654.1	5164
AP022655.1	4082
AP022656.1	2739
AP022657.1	2113
AP022658.1	2029
AP022659.1	1549
AP022811.1	5283470
AP022812.1	114901
AP022813.1	83276
AP022814.1	48397
AP022815.1	5327513
AP022816.1	114953
AP022817.1	85841
AP022818.1	48666
AP022819.1	7939
AP022820.1	5716
AP023190.1	4894739
AP023191.1	272842
AP023192.1	115543
AP023193.1	112963
AP023194.1	47226
AP023195.1	8136
AP023196.1	2459
AP023197.1	4894769
AP023198.1	272842
AP023199.1	115013
AP023200.1	112965
AP023201.1	57172
AP023202.1	46160
AP023203.1	8136
AP023204.1	2459
AP023205.1	4118807
AP023206.1	404189
AP023207.1	93845
AP023208.1	70209
AP023209.1	68548
AP023210.1	46161
AP023211.1	1962
AP023224.1	4847574
AP023225.1	108281
AP023226.1	4823608
AP023227.1	44962
AP023228.1	170909
AP023229.1	32452
AP023235.1	4620933
AP023236.1	94613
AP023237.1	4873850
AP023238.1	93649
AP023286.1	4694979
AP023427.1	4557972
AP023428.1	120829
AP023429.1	48997
AP023430.1	5501
AP023431.1	5498
AP023432.1	3555
AP023433.1	4856054
AP023434.1	94605
AP023435.1	130897
AP023436.1	118399
AP023437.1	2287
AP024112.1	5305870
AP024113.1	126311
AP024114.1	4997210
AP024115.1	109993
AP024116.1	95339
AP024117.1	94179
AP024118.1	6715
AP024119.1	6079
AP024120.1	4593
AP024121.1	1867
AP024122.1	1306
AP024123.1	5178760
AP024124.1	127580
AP024125.1	74684
AP024126.1	5276741
AP024127.1	127587
AP024128.1	58397
AP024129.1	6668
AP024130.1	5073921
AP024205.1	4751019
AP024206.1	46161
AP024207.1	15626
AP024208.1	3397
